Date : 2024-11-16 23:06:06
Directory : f:\study\design\canvas
Total : 239 files,  25705 codes, 396 comments, 4146 blanks, all 30247 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\ShapeTool.tsx         | TypeScript JSX     |         15 |          0 |          2 |         17 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\SiderBar.tsx          | TypeScript JSX     |         78 |          0 |          2 |         80 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\SiderBarItem.tsx      | TypeScript JSX     |         32 |          0 |          2 |         34 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\StokeWidth.tsx        | TypeScript JSX     |         45 |          0 |          2 |         47 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\TextSidebar.tsx       | TypeScript JSX     |         56 |          0 |          3 |         59 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\ToolSiberbarClose.tsx | TypeScript JSX     |         15 |          0 |          2 |         17 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\ToolSiderbar.tsx      | TypeScript JSX     |         33 |          0 |          3 |         36 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\Tools.tsx             | TypeScript JSX     |        392 |          3 |          4 |        399 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\TryEdit.tsx           | TypeScript JSX     |        274 |         14 |          7 |        295 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\UserImageBox.tsx      | TypeScript JSX     |         69 |          0 |          1 |         70 |
| f:\study\design\canvas\apps\ljh-design\components\Sign\LoginProtect.tsx                | TypeScript JSX     |         18 |          0 |          2 |         20 |
| f:\study\design\canvas\apps\ljh-design\components\Sign\Protect.tsx                     | TypeScript JSX     |         31 |          0 |          2 |         33 |
| f:\study\design\canvas\apps\ljh-design\components\Sign\SignIn.tsx                      | TypeScript JSX     |        188 |          1 |          5 |        194 |
| f:\study\design\canvas\apps\ljh-design\components\Try\TryBoard.tsx                     | TypeScript JSX     |          6 |          0 |          4 |         10 |
| f:\study\design\canvas\apps\ljh-design\components\Try\TryCanvas.tsx                    | TypeScript JSX     |         16 |          0 |          2 |         18 |
| f:\study\design\canvas\apps\ljh-design\components\Try\TryMain.tsx                      | TypeScript JSX     |         96 |          0 |          3 |         99 |
| f:\study\design\canvas\apps\ljh-design\components\Try\TrySider.tsx                     | TypeScript JSX     |         40 |          1 |          3 |         44 |
| f:\study\design\canvas\apps\ljh-design\components\Try\TryUser.tsx                      | TypeScript JSX     |          0 |          0 |          1 |          1 |
| f:\study\design\canvas\apps\ljh-design\components\shadui-Components\Tooltip.tsx        | TypeScript JSX     |         40 |          3 |          2 |         45 |
| f:\study\design\canvas\apps\ljh-design\components\ui\Avatar.tsx                        | TypeScript JSX     |         38 |          0 |          7 |         45 |
| f:\study\design\canvas\apps\ljh-design\components\ui\button.tsx                        | TypeScript JSX     |         58 |          0 |          6 |         64 |
| f:\study\design\canvas\apps\ljh-design\components\ui\card.tsx                          | TypeScript JSX     |         91 |          0 |          9 |        100 |
| f:\study\design\canvas\apps\ljh-design\components\ui\checkbox.tsx                      | TypeScript JSX     |         26 |          1 |          5 |         32 |
| f:\study\design\canvas\apps\ljh-design\components\ui\dialog.tsx                        | TypeScript JSX     |        130 |          1 |         13 |        144 |
| f:\study\design\canvas\apps\ljh-design\components\ui\dropdown-menu.tsx                 | TypeScript JSX     |        216 |          3 |         20 |        239 |
| f:\study\design\canvas\apps\ljh-design\components\ui\input.tsx                         | TypeScript JSX     |         21 |          1 |          5 |         27 |
| f:\study\design\canvas\apps\ljh-design\components\ui\label.tsx                         | TypeScript JSX     |         22 |          0 |          6 |         28 |
| f:\study\design\canvas\apps\ljh-design\components\ui\scroll-area.tsx                   | TypeScript JSX     |         57 |          0 |          8 |         65 |
| f:\study\design\canvas\apps\ljh-design\components\ui\select.tsx                        | TypeScript JSX     |        170 |          6 |         14 |        190 |
| f:\study\design\canvas\apps\ljh-design\components\ui\separator.tsx                     | TypeScript JSX     |         29 |          0 |          6 |         35 |
| f:\study\design\canvas\apps\ljh-design\components\ui\skeleton.tsx                      | TypeScript JSX     |         13 |          0 |          3 |         16 |
| f:\study\design\canvas\apps\ljh-design\components\ui\slider.tsx                        | TypeScript JSX     |         25 |          0 |          6 |         31 |
| f:\study\design\canvas\apps\ljh-design\components\ui\table.tsx                         | TypeScript JSX     |        134 |          0 |         11 |        145 |
| f:\study\design\canvas\apps\ljh-design\components\ui\tooltip.tsx                       | TypeScript JSX     |         29 |          0 |          9 |         38 |
| f:\study\design\canvas\apps\ljh-design\database\supbash.ts                             | TypeScript         |          4 |          0 |          2 |          6 |
| f:\study\design\canvas\apps\ljh-design\hook\query\useBoardQuery.ts                     | TypeScript         |        230 |         30 |          8 |        268 |
| f:\study\design\canvas\apps\ljh-design\hook\query\useImageQuery.ts                     | TypeScript         |         24 |          0 |          2 |         26 |
| f:\study\design\canvas\apps\ljh-design\hook\query\useUserQuery.ts                      | TypeScript         |        129 |         25 |          3 |        157 |
| f:\study\design\canvas\apps\ljh-design\hook\useCanvas.ts                               | TypeScript         |         56 |          4 |          5 |         65 |
| f:\study\design\canvas\apps\ljh-design\hook\useCanvasEvent.ts                          | TypeScript         |         52 |          8 |          4 |         64 |
| f:\study\design\canvas\apps\ljh-design\hook\useCliph.ts                                | TypeScript         |         35 |          0 |          3 |         38 |
| f:\study\design\canvas\apps\ljh-design\hook\useEcharts.ts                              | TypeScript         |         16 |          0 |          1 |         17 |
| f:\study\design\canvas\apps\ljh-design\hook\useHistory.ts                              | TypeScript         |         73 |          9 |          4 |         86 |
| f:\study\design\canvas\apps\ljh-design\hook\useKeyBoard.ts                             | TypeScript         |         66 |          0 |          3 |         69 |
| f:\study\design\canvas\apps\ljh-design\hook\useLoding.ts                               | TypeScript         |         30 |          1 |          3 |         34 |
| f:\study\design\canvas\apps\ljh-design\hook\useResponse.ts                             | TypeScript         |         62 |         12 |          5 |         79 |
| f:\study\design\canvas\apps\ljh-design\hook\useTryData.ts                              | TypeScript         |         25 |          0 |          1 |         26 |
| f:\study\design\canvas\apps\ljh-design\hook\useUser.ts                                 | TypeScript         |         25 |          4 |          3 |         32 |
| f:\study\design\canvas\apps\ljh-design\hook\useWindowEvent.ts                          | TypeScript         |          6 |          0 |          2 |          8 |
| f:\study\design\canvas\apps\ljh-design\lib\font\index.ts                               | TypeScript         |         32 |          0 |          2 |         34 |
| f:\study\design\canvas\apps\ljh-design\lib\sign\index.ts                               | TypeScript         |         39 |          0 |          3 |         42 |
| f:\study\design\canvas\apps\ljh-design\lib\types\index.ts                              | TypeScript         |         30 |          0 |          2 |         32 |
| f:\study\design\canvas\apps\ljh-design\lib\unsplash.ts                                 | TypeScript         |          6 |          0 |          2 |          8 |
| f:\study\design\canvas\apps\ljh-design\lib\utils.ts                                    | TypeScript         |        182 |         47 |          3 |        232 |
| f:\study\design\canvas\apps\ljh-design\next.config.ts                                  | TypeScript         |         20 |          1 |          2 |         23 |
| f:\study\design\canvas\apps\ljh-design\package.json                                    | JSON               |         83 |          0 |          1 |         84 |
| f:\study\design\canvas\apps\ljh-design\postcss.config.mjs                              | JavaScript         |          6 |          1 |          2 |          9 |
| f:\study\design\canvas\apps\ljh-design\server\image\index.ts                           | TypeScript         |         27 |         14 |          1 |         42 |
| f:\study\design\canvas\apps\ljh-design\server\index.ts                                 | TypeScript         |          3 |          0 |          2 |          5 |
| f:\study\design\canvas\apps\ljh-design\server\supabase\index.ts                        | TypeScript         |          5 |          0 |          1 |          6 |
| f:\study\design\canvas\apps\ljh-design\store\auth.ts                                   | TypeScript         |         16 |          0 |          1 |         17 |
| f:\study\design\canvas\apps\ljh-design\store\editor.ts                                 | TypeScript         |        679 |         37 |         14 |        730 |
| f:\study\design\canvas\apps\ljh-design\store\index.ts                                  | TypeScript         |         11 |          0 |          2 |         13 |
| f:\study\design\canvas\apps\ljh-design\store\trystore.ts                               | TypeScript         |         14 |          0 |          3 |         17 |
| f:\study\design\canvas\apps\ljh-design\tailwind.config.ts                              | TypeScript         |         63 |          0 |          1 |         64 |
| f:\study\design\canvas\apps\ljh-design\tsconfig.json                                   | JSON with Comments |         33 |          0 |          1 |         34 |
| f:\study\design\canvas\apps\ljh-design\types\Edit.ts                                   | TypeScript         |        825 |          8 |         10 |        843 |
| f:\study\design\canvas\apps\ljh-design\types\board.ts                                  | TypeScript         |         25 |          0 |          2 |         27 |
| f:\study\design\canvas\apps\ljh-design\types\user.ts                                   | TypeScript         |         17 |          0 |          3 |         20 |
| f:\study\design\canvas\apps\vue\README.md                                              | Markdown           |         19 |          0 |         11 |         30 |
| f:\study\design\canvas\apps\vue\biome.json                                             | JSON               |         33 |          0 |          1 |         34 |
| f:\study\design\canvas\apps\vue\eslint.config.mjs                                      | JavaScript         |         10 |          0 |          2 |         12 |
| f:\study\design\canvas\apps\vue\package.json                                           | JSON               |         28 |          0 |          1 |         29 |
| f:\study\design\canvas\apps\vue\rsbuild.config.ts                                      | TypeScript         |          5 |          0 |          2 |          7 |
| f:\study\design\canvas\apps\vue\server\index.ts                                        | TypeScript         |          3 |          0 |          2 |          5 |
| f:\study\design\canvas\apps\vue\src\App.vue                                            | vue                |         36 |          0 |          6 |         42 |
| f:\study\design\canvas\apps\vue\src\env.d.ts                                           | TypeScript         |          5 |          1 |          3 |          9 |
| f:\study\design\canvas\apps\vue\src\index.css                                          | CSS                |          6 |          0 |          1 |          7 |
| f:\study\design\canvas\apps\vue\src\index.ts                                           | TypeScript         |          4 |          0 |          2 |          6 |
| f:\study\design\canvas\apps\vue\tsconfig.json                                          | JSON with Comments |         20 |          2 |          3 |         25 |
| f:\study\design\canvas\package.json                                                    | JSON               |         32 |          0 |          1 |         33 |
| f:\study\design\canvas\package\ui\index.d.ts                                           | TypeScript         |          1 |          0 |          1 |          2 |
| f:\study\design\canvas\package\ui\index.html                                           | HTML               |         13 |          0 |          1 |         14 |
| f:\study\design\canvas\package\ui\lib\InitScroll\index.tsx                             | TypeScript JSX     |         24 |          0 |          3 |         27 |
| f:\study\design\canvas\package\ui\lib\main.ts                                          | TypeScript         |          9 |          0 |          1 |         10 |
| f:\study\design\canvas\package\ui\package.json                                         | JSON               |         28 |          0 |          0 |         28 |
| f:\study\design\canvas\package\ui\public\vite.svg                                      | XML                |          1 |          0 |          0 |          1 |
| f:\study\design\canvas\package\ui\src\main.ts                                          | TypeScript         |         21 |          0 |          3 |         24 |
| f:\study\design\canvas\package\ui\src\style.css                                        | CSS                |         84 |          0 |         12 |         96 |
| f:\study\design\canvas\package\ui\src\typescript.svg                                   | XML                |          1 |          0 |          0 |          1 |
| f:\study\design\canvas\package\ui\src\vite-env.d.ts                                    | TypeScript         |          0 |          1 |          1 |          2 |
| f:\study\design\canvas\package\ui\tsconfig.json                                        | JSON with Comments |         20 |          2 |          3 |         25 |
| f:\study\design\canvas\package\ui\vite.config.ts                                       | TypeScript         |         10 |          0 |          2 |         12 |
| f:\study\design\canvas\pnpm-lock.yaml                                                  | YAML               |     13,061 |          0 |      3,268 |     16,329 |
| f:\study\design\canvas\pnpm-workspace.yaml                                             | YAML               |          4 |          0 |          1 |          5 |
| f:\study\design\canvas\turbo.json                                                      | JSON               |         18 |          0 |          1 |         19 |
| Total                                                                                  |                    |     25,705 |        396 |      4,146 |     30,247 |
+----------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
